time_s,stage,true_lat,true_lon,true_alt_m,ground_alt_m,agl_m,est_lat,est_lon,est_alt_m,pos_error_m,alt_error_m,vel_east_ms,vel_north_ms,vel_up_ms,ground_speed_ms,roll_deg,pitch_deg,yaw_deg,flight_path_angle_deg,distance_traveled_m,distance_to_target_m,gps_valid,tercom_active
13.3,CRUISE,56.0047954,95.0009966,668.95,325.0,343.95,56.0047906,95.0009824,669.25,1.03,0.3,10.307,115.897,-2.472,116.381,0.0,358.78,5.08,-1.22,762.66,99876.35,1,0
13.4,CRUISE,56.0048995,95.0010135,668.64,324.0,344.64,56.0048947,95.0009993,668.93,1.03,0.3,10.791,115.97,-3.808,116.533,360.0,358.13,5.32,-1.87,774.31,99864.77,1,0
13.5,CRUISE,56.0050037,95.0010312,668.19,324.0,344.19,56.004998,95.0010192,668.41,0.98,0.22,11.291,116.023,-5.155,116.685,360.0,357.47,5.56,-2.53,785.97,99853.29,1,0
13.6,CRUISE,56.0051079,95.0010497,667.61,324.0,343.61,56.0051022,95.0010377,667.83,0.98,0.22,11.778,116.082,-6.496,116.858,360.0,356.81,5.79,-3.19,797.64,99841.7,1,0
13.7,CRUISE,56.0052122,95.001069,666.89,326.0,340.89,56.0052074,95.0010598,667.07,0.78,0.18,12.284,116.145,-7.843,117.056,360.0,356.16,6.04,-3.84,809.34,99830.01,1,0
13.8,CRUISE,56.0053165,95.0010891,666.04,326.0,340.04,56.0053117,95.0010799,666.22,0.78,0.18,12.772,116.191,-9.188,117.252,360.0,355.51,6.27,-4.49,821.06,99818.41,1,0
13.9,CRUISE,56.0054209,95.0011099,665.05,330.0,335.05,56.0054153,95.0011015,665.19,0.82,0.14,13.266,116.221,-10.542,117.449,0.0,354.85,6.51,-5.15,832.79,99806.89,1,0
14.0,CRUISE,56.0055253,95.0011316,663.93,330.0,333.93,56.0055197,95.0011231,664.07,0.82,0.14,13.757,116.253,-11.891,117.667,0.0,354.2,6.75,-5.8,844.55,99795.28,1,0
14.1,CRUISE,56.0056297,95.0011541,662.67,330.0,332.67,56.0056233,95.0011476,662.55,0.82,-0.12,14.265,116.269,-13.263,117.889,0.0,353.54,6.99,-6.46,856.32,99783.76,1,0
14.2,CRUISE,56.0057341,95.0011773,661.28,332.0,329.28,56.0057278,95.0011708,661.16,0.82,-0.12,14.758,116.286,-14.617,118.126,360.0,352.89,7.23,-7.11,868.13,99772.15,1,0
14.3,CRUISE,56.0058386,95.0012014,659.75,332.0,327.75,56.0058337,95.0011939,659.79,0.72,0.04,15.247,116.314,-15.958,118.389,0.0,352.25,7.47,-7.75,879.95,99760.37,1,0
14.4,CRUISE,56.0059431,95.0012262,658.09,332.0,326.09,56.0059382,95.0012188,658.12,0.72,0.04,15.743,116.316,-17.318,118.647,360.0,351.61,7.71,-8.39,891.8,99748.75,1,0
14.5,CRUISE,56.0060475,95.0012519,656.28,332.0,324.28,56.0060444,95.0012457,656.19,0.52,-0.09,16.25,116.332,-18.693,118.94,360.0,350.96,7.95,-9.04,903.68,99736.94,1,0
14.6,CRUISE,56.006152,95.0012783,654.35,332.0,322.35,56.0061488,95.0012721,654.25,0.52,-0.09,16.753,116.32,-20.058,119.22,360.0,350.31,8.2,-9.69,915.59,99725.33,1,0
14.7,CRUISE,56.0062565,95.0013056,652.27,330.0,322.27,56.0062531,95.0012995,652.22,0.54,-0.06,17.256,116.298,-21.422,119.506,360.0,349.67,8.44,-10.33,927.53,99713.74,1,0
14.8,CRUISE,56.0063609,95.0013336,650.06,330.0,320.06,56.0063575,95.0013276,650.01,0.54,-0.06,17.759,116.272,-22.792,119.808,360.0,349.03,8.68,-10.97,939.5,99702.13,1,0
14.9,CRUISE,56.0064653,95.0013625,647.71,330.0,317.71,56.006462,95.0013572,647.62,0.5,-0.09,18.269,116.237,-24.169,120.121,360.0,348.39,8.93,-11.61,951.49,99690.52,1,0
15.0,CRUISE,56.0065697,95.0013922,645.23,329.0,316.23,56.0065663,95.0013869,645.14,0.5,-0.09,18.776,116.196,-25.545,120.443,360.0,347.75,9.18,-12.24,963.52,99678.91,1,0
15.1,CRUISE,56.0066741,95.0014227,642.61,329.0,313.61,56.0066718,95.001418,642.6,0.39,-0.01,19.288,116.158,-26.913,120.785,360.0,347.13,9.43,-12.87,975.58,99667.18,1,0
15.2,CRUISE,56.0067784,95.0014541,639.85,329.0,310.85,56.0067761,95.0014493,639.84,0.39,-0.01,19.799,116.1,-28.291,121.126,0.0,346.49,9.68,-13.51,987.68,99655.59,1,0
15.3,CRUISE,56.0068826,95.0014862,636.95,328.0,308.95,56.006881,95.0014781,637.06,0.54,0.12,20.291,116.041,-29.661,121.479,360.0,345.87,9.92,-14.13,999.81,99643.93,1,0
15.4,CRUISE,56.0069868,95.0015191,633.91,328.0,305.91,56.0069852,95.001511,634.03,0.54,0.12,20.806,115.967,-31.046,121.84,360.0,345.24,10.17,-14.76,1011.98,99632.34,1,0
15.5,CRUISE,56.0070909,95.0015529,630.74,328.0,302.74,56.0070878,95.0015457,630.76,0.57,0.02,21.329,115.866,-32.438,122.197,360.0,344.61,10.43,-15.39,1024.18,99620.94,1,0
15.6,CRUISE,56.0071949,95.0015875,627.43,328.0,299.43,56.0071918,95.0015803,627.45,0.57,0.02,21.847,115.774,-33.828,122.577,360.0,343.98,10.69,-16.02,1036.42,99609.37,1,0
15.7,CRUISE,56.0072989,95.0016229,623.97,328.0,295.97,56.0072962,95.0016155,624.13,0.55,0.15,22.366,115.679,-35.206,122.969,360.0,343.36,10.94,-16.64,1048.69,99597.77,1,0
15.8,CRUISE,56.0074027,95.0016592,620.38,331.0,289.38,56.0074001,95.0016518,620.54,0.55,0.15,22.889,115.569,-36.6,123.367,360.0,342.74,11.2,-17.26,1061.01,99586.22,1,0
15.9,CRUISE,56.0075065,95.0016963,616.65,331.0,285.65,56.007506,95.0016894,616.65,0.43,-0.01,23.42,115.475,-38.003,123.803,0.0,342.12,11.46,-17.88,1073.37,99574.45,1,0
16.0,CRUISE,56.0076101,95.0017343,612.78,331.0,281.78,56.0076096,95.0017274,612.77,0.43,-0.01,23.946,115.347,-39.401,124.22,360.0,341.51,11.73,-18.49,1085.77,99562.92,1,0
16.1,CRUISE,56.0077137,95.0017731,608.77,333.0,275.77,56.0077128,95.0017667,608.69,0.41,-0.08,24.478,115.205,-40.805,124.645,360.0,340.89,12.0,-19.11,1098.22,99551.46,1,0
16.2,CRUISE,56.0078171,95.0018128,604.62,333.0,271.62,56.0078162,95.0018063,604.54,0.41,-0.08,25.011,115.058,-42.206,125.081,0.0,340.28,12.26,-19.72,1110.7,99539.96,1,0
16.3,CRUISE,56.0079203,95.0018533,600.33,332.0,268.33,56.0079192,95.0018478,600.27,0.37,-0.06,25.56,114.902,-43.596,125.524,0.0,339.68,12.54,-20.32,1123.23,99528.51,1,0
16.4,CRUISE,56.0080235,95.0018947,595.9,332.0,263.9,56.0080223,95.0018892,595.84,0.37,-0.06,26.118,114.742,-44.975,125.979,360.0,339.08,12.82,-20.92,1135.81,99517.05,1,0
16.5,CRUISE,56.0081264,95.0019371,591.34,332.0,259.34,56.0081251,95.0019339,591.36,0.25,0.03,26.704,114.574,-46.334,126.44,0.0,338.5,13.12,-21.5,1148.43,99505.62,1,0
16.6,CRUISE,56.0082293,95.0019804,586.64,330.0,256.64,56.0082279,95.0019772,586.66,0.25,0.03,27.291,114.401,-47.684,126.91,360.0,337.93,13.42,-22.07,1161.1,99494.19,1,0
16.7,CRUISE,56.0083319,95.0020246,581.8,330.0,251.8,56.0083292,95.0020201,581.83,0.41,0.03,27.884,114.21,-49.02,127.375,360.0,337.37,13.72,-22.63,1173.81,99482.93,1,0
16.8,CRUISE,56.0084344,95.0020698,576.83,330.0,246.83,56.0084317,95.0020653,576.86,0.41,0.03,28.5,114.029,-50.338,127.863,360.0,336.82,14.03,-23.18,1186.57,99471.53,1,0
16.9,CRUISE,56.0085367,95.002116,571.74,328.0,243.74,56.0085337,95.0021124,571.75,0.4,0.02,29.138,113.843,-51.635,128.357,360.0,336.28,14.36,-23.72,1199.39,99460.2,1,0
17.0,CRUISE,56.0086389,95.0021632,566.51,328.0,238.51,56.0086359,95.0021597,566.52,0.4,0.02,29.785,113.655,-52.915,128.859,0.0,335.75,14.68,-24.25,1212.25,99448.84,1,0
17.1,CRUISE,56.0087409,95.0022115,561.15,328.0,233.15,56.008738,95.0022075,561.17,0.4,0.02,30.446,113.467,-54.173,129.37,360.0,335.24,15.02,-24.76,1225.16,99437.49,1,0
17.2,CRUISE,56.0088427,95.0022608,555.67,326.0,229.67,56.0088398,95.0022569,555.69,0.4,0.02,31.125,113.277,-55.408,129.887,360.0,334.75,15.36,-25.25,1238.12,99426.17,1,0
17.3,CRUISE,56.0089444,95.0023113,550.07,326.0,224.07,56.0089438,95.0023093,550.18,0.14,0.11,31.827,113.107,-56.614,130.428,0.0,334.27,15.72,-25.73,1251.14,99414.62,1,0
17.4,CRUISE,56.0090459,95.0023629,544.35,325.0,219.35,56.0090453,95.0023609,544.46,0.14,0.11,32.538,112.918,-57.797,130.957,0.0,333.81,16.07,-26.19,1264.21,99403.33,1,0
17.5,CRUISE,56.0091472,95.0024156,538.51,325.0,213.51,56.0091473,95.0024132,538.57,0.15,0.06,33.262,112.741,-58.951,131.499,360.0,333.37,16.44,-26.63,1277.33,99392.0,1,0
17.6,CRUISE,56.0092484,95.0024695,532.56,325.0,207.56,56.0092485,95.0024672,532.62,0.15,0.06,34.002,112.56,-60.073,132.041,360.0,332.94,16.81,-27.06,1290.51,99380.75,1,0
17.7,CRUISE,56.0093494,95.0025246,526.5,325.0,201.5,56.0093497,95.0025214,526.53,0.21,0.03,34.751,112.39,-61.162,132.589,360.0,332.53,17.18,-27.47,1303.74,99369.5,1,0
17.8,CRUISE,56.0094503,95.002581,520.33,325.0,195.33,56.0094506,95.0025777,520.37,0.21,0.03,35.517,112.222,-62.219,133.141,0.0,332.14,17.56,-27.86,1317.03,99358.29,1,0
17.9,CRUISE,56.009551,95.0026385,514.06,325.0,189.06,56.0095511,95.0026382,514.17,0.02,0.11,36.307,112.057,-63.24,133.695,360.0,331.77,17.95,-28.23,1330.37,99347.12,1,0
18.0,CRUISE,56.0096516,95.0026974,507.68,327.0,180.68,56.0096517,95.002697,507.8,0.02,0.11,37.094,111.907,-64.229,134.255,0.0,331.42,18.34,-28.58,1343.77,99335.94,1,0
18.1,CRUISE,56.009752,95.0027574,501.21,327.0,174.21,56.0097513,95.0027547,501.46,0.19,0.25,37.874,111.754,-65.182,134.804,0.0,331.08,18.72,-28.92,1357.22,99324.87,1,0
18.2,CRUISE,56.0098523,95.0028188,494.65,327.0,167.65,56.0098516,95.0028161,494.89,0.19,0.25,38.676,111.625,-66.099,135.37,360.0,330.77,19.11,-29.23,1370.73,99313.73,1,0
18.3,CRUISE,56.0099525,95.0028814,487.99,327.0,160.99,56.0099512,95.0028777,488.08,0.27,0.09,39.476,111.51,-66.986,135.941,0.0,330.48,19.49,-29.52,1384.3,99302.65,1,0
18.4,CRUISE,56.0100526,95.0029454,481.25,327.0,154.25,56.0100513,95.0029417,481.34,0.27,0.09,40.289,111.409,-67.834,136.516,360.0,330.21,19.88,-29.79,1397.92,99291.53,1,0
18.5,CRUISE,56.0101527,95.0030106,474.43,326.0,148.43,56.0101512,95.0030076,474.4,0.25,-0.02,41.106,111.326,-68.648,137.098,0.0,329.95,20.27,-30.05,1411.6,99280.43,1,0
18.6,CRUISE,56.0102526,95.0030772,467.52,326.0,141.52,56.0102511,95.0030742,467.5,0.25,-0.02,41.924,111.254,-69.427,137.678,0.0,329.72,20.65,-30.28,1425.34,99269.32,1,0
18.7,CRUISE,56.0103525,95.0031451,460.54,326.0,134.54,56.0103502,95.0031443,460.5,0.26,-0.04,42.752,111.189,-70.174,138.257,360.0,329.5,21.03,-30.5,1439.14,99258.32,1,0
18.8,CRUISE,56.0104523,95.0032143,453.49,325.0,128.49,56.01045,95.0032135,453.45,0.26,-0.04,43.57,111.144,-70.891,138.841,0.0,329.3,21.41,-30.7,1452.99,99247.23,1,0
18.9,CRUISE,56.0105521,95.0032848,446.37,325.0,121.37,56.0105496,95.0032819,446.33,0.33,-0.04,44.375,111.109,-71.581,139.421,360.0,329.11,21.77,-30.89,1466.91,99236.16,1,0
19.0,CRUISE,56.0106519,95.0033565,439.18,325.0,114.18,56.0106494,95.0033537,439.13,0.33,-0.04,45.19,111.091,-72.241,140.007,0.0,328.94,22.14,-31.06,1480.88,99225.07,1,0
19.1,CRUISE,56.0107517,95.0034296,431.92,324.0,107.92,56.01075,95.0034264,431.83,0.27,-0.09,45.997,111.098,-72.875,140.603,360.0,328.78,22.49,-31.22,1494.91,99213.89,1,0
19.2,CRUISE,56.0108515,95.003504,424.6,324.0,100.6,56.0108498,95.0035008,424.51,0.27,-0.09,46.806,111.109,-73.479,141.192,0.0,328.64,22.84,-31.36,1509.0,99202.81,1,0
19.3,CRUISE,56.0109513,95.0035797,417.22,324.0,93.22,56.0109507,95.0035774,417.23,0.16,0.01,47.614,111.138,-74.058,141.786,360.0,328.51,23.19,-31.49,1523.15,99191.6,1,0
19.4,CRUISE,56.0110511,95.0036567,409.79,325.0,84.79,56.0110505,95.0036544,409.8,0.16,0.01,48.413,111.177,-74.61,142.376,0.0,328.4,23.53,-31.6,1537.36,99180.51,1,0
19.5,CRUISE,56.011151,95.003735,402.3,325.0,77.3,56.0111492,95.0037327,402.37,0.25,0.06,49.207,111.217,-75.139,142.956,0.0,328.29,23.87,-31.71,1551.63,99169.55,1,0
19.6,CRUISE,56.0112509,95.0038145,394.76,325.0,69.76,56.0112491,95.0038122,394.83,0.25,0.06,49.997,111.283,-75.644,143.547,0.0,328.2,24.19,-31.8,1565.95,99158.45,1,0
19.7,CRUISE,56.0113509,95.0038953,387.18,325.0,62.18,56.0113495,95.0038946,387.37,0.16,0.2,50.791,111.358,-76.129,144.139,0.0,328.12,24.52,-31.88,1580.34,99147.3,1,0
19.8,CRUISE,56.0114509,95.0039773,379.54,325.0,54.54,56.0114496,95.0039767,379.74,0.16,0.2,51.57,111.448,-76.592,144.729,0.0,328.05,24.83,-31.95,1594.78,99136.18,1,0
19.9,CRUISE,56.0115511,95.0040606,371.86,325.0,46.86,56.0115512,95.0040605,372.26,0.02,0.4,52.346,111.552,-77.036,145.322,0.0,327.99,25.14,-32.01,1609.28,99124.89,1,0
20.0,CRUISE,56.0116513,95.0041452,364.13,325.0,39.13,56.0116515,95.0041451,364.53,0.02,0.4,53.115,111.664,-77.46,145.911,0.0,327.94,25.44,-32.06,1623.85,99113.76,1,0
20.1,CRUISE,56.0117517,95.004231,356.37,325.0,31.37,56.0117531,95.0042337,356.8,0.23,0.43,53.893,111.796,-77.865,146.512,0.0,327.9,25.74,-32.1,1638.47,99102.47,1,0
20.2,CRUISE,56.0118521,95.004318,348.56,324.0,24.56,56.0118536,95.0043207,348.99,0.23,0.43,54.653,111.928,-78.253,147.1,0.0,327.86,26.03,-32.14,1653.15,99091.32,1,0
20.3,CRUISE,56.0119527,95.0044062,340.72,324.0,16.72,56.0119538,95.0044102,341.25,0.27,0.53,55.417,112.062,-78.623,147.684,360.0,327.83,26.31,-32.17,1667.89,99080.19,1,0
20.4,CRUISE,56.0120534,95.0044957,332.84,324.0,8.84,56.0120545,95.0044996,333.37,0.27,0.53,56.178,112.201,-78.987,148.27,360.0,327.81,26.6,-32.19,1682.69,99069.0,1,0
20.5,CRUISE,56.0121543,95.0045864,324.92,322.0,2.92,56.0121551,95.0045924,325.36,0.39,0.44,56.956,112.337,-79.351,148.863,0.0,327.79,26.89,-32.21,1697.55,99057.83,1,0
20.538,IMPACT,56.0121926,95.0046212,321.9,322.0,-0.1,56.0121935,95.0046272,322.34,0.39,0.44,57.249,112.388,-79.485,149.085,0.0,327.78,26.99,-32.22,1703.21,99053.58,1,0
